Vehicle_ID,Vehicle_Model,Manufacturer,Manufacturing_Year,Battery_Capacity,Battery_State_of_Health,Charging_Start_Time,Charging_End_Time,Charging_Duration,Charging_Station,Charging_Type,Temperature,Energy_Consumed,Distance_Travelled,Charging_Cost,Fleet_ID,Location,Charging_Status,Maintenance_Status,Driver_ID,Weather,Battery_Temperature,Distance_Travelled_km,Efficiency_kWh_100km,Degradation_Status
EV0104,Hyundai Kona EV,Hyundai,2023,39,96.3,2026-04-21 22:30:00,2026-04-21 22:50:00,0.33,Hubli Station 1,Fast,32,13.4,245.0,160.80000000000001,Premium Fleet,Hubli,Completed,Good,D0104,Cloudy,22.5,76.0,26.32,Healthy
EV0105,Tata Curvv EV,Tata,2023,55,98.6,2026-04-22 17:30:00,2026-04-22 18:26:00,0.93,Hubli Station 2,Fast,29,40.6,141.0,487.2,Green Mobility,Hubli,Completed,Good,D0105,Rainy,22.5,76.0,26.32,Healthy
EV0106,MG ZS EV,MG,2023,50,97.5,2026-04-23 19:30:00,2026-04-23 20:56:00,1.43,Hubli Station 1,Normal,38,26.4,318.0,316.8,Eco Drive,Hubli,Completed,Good,D0106,Rainy,22.5,76.0,26.32,Healthy
EV0107,Tata Punch EV,Tata,2023,35,97.3,2026-04-24 23:30:00,2026-04-24 23:51:00,0.35,Bangalore Station 2,Fast,35,21.6,61.0,259.2,Premium Fleet,Bangalore,Completed,Good,D0107,Cloudy,22.5,76.0,26.32,Healthy
EV0108,BYD Seal,BYD,2023,82,96.1,2026-04-25 08:00:00,2026-04-25 09:15:00,1.25,Mysore Station 2,Fast,39,64.8,201.0,777.6,Eco Drive,Mysore,Completed,Good,D0108,Sunny,22.5,76.0,26.32,Healthy
EV0109,BYD Atto 3,BYD,2023,60,98.7,2026-04-26 15:00:00,2026-04-26 15:23:00,0.38,Belagavi Station 1,Fast,36,21.6,159.0,259.2,EV Fleet India,Belagavi,Completed,Good,D0109,Cloudy,22.5,76.0,26.32,Healthy
EV0110,Tata Punch EV,Tata,2023,35,95.0,2026-04-27 14:45:00,2026-04-27 14:57:00,0.2,Bangalore Station 1,Fast,28,11.1,214.0,133.19999999999999,City EV,Bangalore,Completed,Good,D0110,Cloudy,22.5,76.0,26.32,Healthy
EV0111,Mahindra XUV400,Mahindra,2023,39,96.7,2026-04-28 12:45:00,2026-04-28 13:16:00,0.52,Mysore Station 1,Fast,31,24.4,321.0,292.8,Eco Drive,Mysore,Completed,Good,D0111,Cloudy,22.5,76.0,26.32,Healthy
EV0112,BYD Atto 3,BYD,2023,60,98.7,2026-04-29 22:45:00,2026-04-29 23:14:00,0.48,Bangalore Station 2,Fast,33,28.2,203.0,338.4,Eco Drive,Bangalore,Completed,Good,D0112,Cloudy,22.5,76.0,26.32,Healthy
EV0113,BYD Seal,BYD,2023,82,96.3,2026-04-30 22:45:00,2026-05-01 00:15:00,1.5,Belagavi Station 2,Normal,36,27.4,89.0,328.8,EV Fleet India,Belagavi,Completed,Good,D0113,Rainy,22.5,76.0,26.32,Healthy
EV0114,Tata Punch EV,Tata,2023,35,97.4,2026-05-01 09:30:00,2026-05-01 09:52:00,0.37,Belagavi Station 1,Fast,39,11.9,172.0,142.80000000000001,City EV,Belagavi,Completed,Good,D0114,Cloudy,22.5,76.0,26.32,Healthy
EV0115,BYD Seal,BYD,2023,82,97.2,2026-05-02 02:30:00,2026-05-02 03:25:00,0.92,Belagavi Station 1,Fast,33,42.5,195.0,510,City EV,Belagavi,Completed,Good,D0115,Cloudy,22.5,76.0,26.32,Healthy
EV0116,BYD Seal,BYD,2023,82,96.9,2026-05-03 18:00:00,2026-05-03 18:46:00,0.77,Belagavi Station 2,Fast,27,39.8,66.0,477.6,City EV,Belagavi,Completed,Good,D0116,Rainy,22.5,76.0,26.32,Healthy
EV0117,Hyundai Kona EV,Hyundai,2023,39,99.0,2026-05-04 09:00:00,2026-05-04 09:34:00,0.57,Belagavi Station 2,Fast,39,31.1,130.0,373.2,Eco Drive,Belagavi,Completed,Good,D0117,Rainy,22.5,76.0,26.32,Healthy
EV0118,BYD Atto 3,BYD,2023,60,99.2,2026-05-05 14:30:00,2026-05-05 15:51:00,1.35,Belagavi Station 2,Normal,38,22.7,147.0,272.39999999999998,Premium Fleet,Belagavi,Completed,Good,D0118,Rainy,22.5,76.0,26.32,Healthy
EV0119,MG Comet EV,MG,2023,17,94.8,2026-05-06 09:15:00,2026-05-06 09:44:00,0.48,Mysore Station 2,Normal,35,7.6,340.0,91.2,Eco Drive,Mysore,Completed,Good,D0119,Sunny,22.5,76.0,26.32,Healthy
EV0120,Tata Punch EV,Tata,2023,35,94.3,2026-05-07 10:30:00,2026-05-07 11:16:00,0.77,Mysore Station 1,Normal,36,12.5,244.0,150,City EV,Mysore,Completed,Good,D0120,Sunny,22.5,76.0,26.32,Healthy
EV0121,Tata Curvv EV,Tata,2023,55,94.0,2026-05-08 22:00:00,2026-05-08 23:52:00,1.87,Bangalore Station 2,Normal,37,35.0,257.0,420,Eco Drive,Bangalore,Completed,Good,D0121,Sunny,22.5,76.0,26.32,Healthy
EV0122,BYD Atto 3,BYD,2023,60,95.7,2026-05-09 05:30:00,2026-05-09 05:55:00,0.42,Mysore Station 2,Fast,31,17.2,330.0,206.4,EV Fleet India,Mysore,Completed,Good,D0122,Cloudy,22.5,76.0,26.32,Healthy
EV0123,Tata Punch EV,Tata,2023,35,94.6,2026-05-10 01:30:00,2026-05-10 01:39:00,0.15,Mysore Station 2,Fast,38,11.0,210.0,132,Green Mobility,Mysore,Completed,Good,D0123,Cloudy,22.5,76.0,26.32,Healthy
EV0124,Tata Curvv EV,Tata,2023,55,98.5,2026-05-11 14:45:00,2026-05-11 15:31:00,0.77,Bangalore Station 2,Fast,35,35.0,198.0,420,Green Mobility,Bangalore,Completed,Good,D0124,Cloudy,22.5,76.0,26.32,Healthy
EV0125,MG Comet EV,MG,2023,17,99.3,2026-05-12 04:15:00,2026-05-12 04:26:00,0.18,Hubli Station 1,Fast,32,5.2,304.0,62.4,Green Mobility,Hubli,Completed,Good,D0125,Cloudy,22.5,76.0,26.32,Healthy
EV0126,Tata Curvv EV,Tata,2023,55,95.7,2026-05-13 13:45:00,2026-05-13 14:30:00,0.75,Belagavi Station 2,Fast,37,40.8,176.0,489.6,Eco Drive,Belagavi,Completed,Good,D0126,Rainy,22.5,76.0,26.32,Healthy
EV0127,Tata Punch EV,Tata,2023,35,94.2,2026-05-14 14:00:00,2026-05-14 14:15:00,0.25,Hubli Station 1,Fast,29,13.4,77.0,160.80000000000001,Green Mobility,Hubli,Completed,Good,D0127,Rainy,22.5,76.0,26.32,Healthy
EV0128,BYD Seal,BYD,2023,82,95.2,2026-05-15 04:15:00,2026-05-15 05:05:00,0.83,Belagavi Station 2,Fast,27,44.1,306.0,529.20000000000005,Eco Drive,Belagavi,Completed,Good,D0128,Sunny,22.5,76.0,26.32,Healthy
EV0129,Mahindra XUV400,Mahindra,2023,39,94.9,2026-05-16 11:00:00,2026-05-16 11:32:00,0.53,Belagavi Station 2,Fast,34,24.7,336.0,296.39999999999998,Premium Fleet,Belagavi,Completed,Good,D0129,Sunny,22.5,76.0,26.32,Healthy
EV0130,Kia EV6,Kia,2023,77,94.9,2026-05-17 14:00:00,2026-05-17 15:17:00,1.28,Mangalore Station 2,Fast,31,60.7,248.0,728.4,City EV,Mangalore,Completed,Good,D0130,Cloudy,22.5,76.0,26.32,Healthy
EV0131,Tata Curvv EV,Tata,2023,55,95.8,2026-05-18 01:45:00,2026-05-18 03:03:00,1.3,Bangalore Station 1,Normal,38,24.5,107.0,294,Premium Fleet,Bangalore,Completed,Good,D0131,Cloudy,22.5,76.0,26.32,Healthy
EV0132,Kia EV6,Kia,2023,77,94.1,2026-05-19 07:30:00,2026-05-19 10:02:00,2.53,Bangalore Station 1,Normal,37,43.2,273.0,518.4,Premium Fleet,Bangalore,Completed,Good,D0132,Sunny,22.5,76.0,26.32,Healthy
EV0133,Mahindra XUV400,Mahindra,2023,39,98.4,2026-05-20 12:00:00,2026-05-20 12:33:00,0.55,Bangalore Station 1,Fast,36,22.2,294.0,266.39999999999998,Premium Fleet,Bangalore,Completed,Good,D0133,Cloudy,22.5,76.0,26.32,Healthy
EV0134,Kia EV6,Kia,2023,77,99.2,2026-05-21 23:30:00,2026-05-22 00:15:00,0.75,Mysore Station 2,Fast,35,40.2,258.0,482.4,Premium Fleet,Mysore,Completed,Good,D0134,Rainy,22.5,76.0,26.32,Healthy
EV0135,Tata Curvv EV,Tata,2023,55,97.0,2026-05-22 22:00:00,2026-05-23 00:26:00,2.43,Belagavi Station 1,Normal,31,43.0,160.0,516,City EV,Belagavi,Completed,Good,D0135,Cloudy,22.5,76.0,26.32,Healthy
EV0136,Hyundai Kona EV,Hyundai,2023,39,96.4,2026-05-23 11:15:00,2026-05-23 11:36:00,0.35,Bangalore Station 2,Fast,34,20.6,248.0,247.2,Eco Drive,Bangalore,Completed,Good,D0136,Rainy,22.5,76.0,26.32,Healthy
EV0137,BYD Seal,BYD,2023,82,97.4,2026-05-24 13:30:00,2026-05-24 13:54:00,0.4,Hubli Station 2,Fast,36,22.6,324.0,271.2,Green Mobility,Hubli,Completed,Good,D0137,Cloudy,22.5,76.0,26.32,Healthy
EV0138,MG ZS EV,MG,2023,50,95.7,2026-05-25 08:30:00,2026-05-25 09:01:00,0.52,Bangalore Station 2,Fast,30,26.2,312.0,314.39999999999998,City EV,Bangalore,Completed,Good,D0138,Cloudy,22.5,76.0,26.32,Healthy
EV0139,Tata Punch EV,Tata,2023,35,94.5,2026-05-26 11:00:00,2026-05-26 11:23:00,0.38,Bangalore Station 2,Fast,28,21.3,220.0,255.6,City EV,Bangalore,Completed,Good,D0139,Rainy,22.5,76.0,26.32,Healthy
EV0140,MG ZS EV,MG,2023,50,95.4,2026-05-27 21:00:00,2026-05-27 21:44:00,0.73,Bangalore Station 2,Fast,32,35.1,68.0,421.2,EV Fleet India,Bangalore,Completed,Good,D0140,Cloudy,22.5,76.0,26.32,Healthy
EV0141,Tata Curvv EV,Tata,2023,55,94.0,2026-05-28 04:45:00,2026-05-28 05:28:00,0.72,Mysore Station 2,Fast,37,36.9,348.0,442.8,Eco Drive,Mysore,Completed,Good,D0141,Rainy,22.5,76.0,26.32,Healthy
EV0142,Mahindra XUV400,Mahindra,2023,39,96.9,2026-05-29 10:30:00,2026-05-29 10:45:00,0.25,Hubli Station 2,Fast,30,13.0,289.0,156,Premium Fleet,Hubli,Completed,Good,D0142,Sunny,22.5,76.0,26.32,Healthy
EV0143,BYD Atto 3,BYD,2023,60,97.7,2026-05-30 22:30:00,2026-05-30 23:10:00,0.67,Belagavi Station 1,Fast,27,28.2,236.0,338.4,Premium Fleet,Belagavi,Completed,Good,D0143,Sunny,22.5,76.0,26.32,Healthy
EV0144,Mahindra XUV400,Mahindra,2023,39,99.6,2026-05-31 11:45:00,2026-05-31 13:19:00,1.57,Belagavi Station 2,Normal,30,26.1,74.0,313.2,Green Mobility,Belagavi,Completed,Good,D0144,Rainy,22.5,76.0,26.32,Healthy
EV0145,MG ZS EV,MG,2023,50,94.4,2026-06-01 09:45:00,2026-06-01 10:09:00,0.4,Mysore Station 2,Fast,38,16.5,338.0,198,City EV,Mysore,Completed,Good,D0145,Rainy,22.5,76.0,26.32,Healthy
EV0146,Kia EV6,Kia,2023,77,95.9,2026-06-02 09:00:00,2026-06-02 09:44:00,0.73,Mysore Station 2,Fast,36,38.4,229.0,460.8,City EV,Mysore,Completed,Good,D0146,Rainy,22.5,76.0,26.32,Healthy
EV0147,Hyundai Kona EV,Hyundai,2023,39,97.3,2026-06-03 11:00:00,2026-06-03 11:23:00,0.38,Mysore Station 2,Fast,34,20.8,203.0,249.6,City EV,Mysore,Completed,Good,D0147,Rainy,22.5,76.0,26.32,Healthy
EV0148,Hyundai Kona EV,Hyundai,2023,39,95.5,2026-06-04 17:00:00,2026-06-04 17:29:00,0.48,Mysore Station 2,Fast,32,28.9,187.0,346.8,Green Mobility,Mysore,Completed,Good,D0148,Rainy,22.5,76.0,26.32,Healthy
EV0149,MG Comet EV,MG,2023,17,96.0,2026-06-05 07:00:00,2026-06-05 07:15:00,0.25,Hubli Station 1,Fast,39,7.8,318.0,93.6,Eco Drive,Hubli,Completed,Good,D0149,Rainy,22.5,76.0,26.32,Healthy
EV0150,BYD Atto 3,BYD,2023,60,97.4,2026-06-06 19:45:00,2026-06-06 20:21:00,0.6,Bangalore Station 2,Fast,35,33.0,280.0,396,EV Fleet India,Bangalore,Completed,Good,D0150,Rainy,22.5,76.0,26.32,Healthy
EV0151,Tata Curvv EV,Tata,2023,55,94.3,2026-06-07 04:00:00,2026-06-07 04:53:00,0.88,Hubli Station 1,Normal,28,14.9,197.0,178.8,Eco Drive,Hubli,Completed,Good,D0151,Rainy,22.5,76.0,26.32,Healthy
EV0152,Tata Curvv EV,Tata,2023,55,97.5,2026-06-08 15:15:00,2026-06-08 15:51:00,0.6,Mysore Station 1,Fast,30,27.4,188.0,328.8,EV Fleet India,Mysore,Completed,Good,D0152,Sunny,22.5,76.0,26.32,Healthy
EV0153,Tata Nexon EV,Tata,2023,40,96.4,2026-06-09 22:15:00,2026-06-09 22:35:00,0.33,Mangalore Station 2,Fast,35,17.6,318.0,211.2,Premium Fleet,Mangalore,Completed,Good,D0153,Rainy,22.5,76.0,26.32,Healthy
EV0154,MG ZS EV,MG,2023,50,98.0,2026-06-10 10:30:00,2026-06-10 10:58:00,0.47,Hubli Station 2,Fast,28,27.7,206.0,332.4,Green Mobility,Hubli,Completed,Good,D0154,Sunny,22.5,76.0,26.32,Healthy
EV0155,Tata Nexon EV,Tata,2023,40,97.0,2026-06-11 14:00:00,2026-06-11 14:31:00,0.52,Mysore Station 2,Fast,38,25.6,299.0,307.2,EV Fleet India,Mysore,Completed,Good,D0155,Sunny,22.5,76.0,26.32,Healthy
EV0156,MG ZS EV,MG,2023,50,99.3,2026-06-12 11:15:00,2026-06-12 11:35:00,0.33,Mangalore Station 1,Fast,35,16.4,195.0,196.8,Eco Drive,Mangalore,Completed,Good,D0156,Cloudy,22.5,76.0,26.32,Healthy
EV0157,Tata Punch EV,Tata,2023,35,99.2,2026-06-13 10:15:00,2026-06-13 11:48:00,1.55,Bangalore Station 1,Normal,32,28.4,196.0,340.8,City EV,Bangalore,Completed,Good,D0157,Rainy,22.5,76.0,26.32,Healthy
EV0158,Hyundai Kona EV,Hyundai,2023,39,95.8,2026-06-14 18:15:00,2026-06-14 18:49:00,0.57,Hubli Station 1,Fast,37,24.1,205.0,289.2,City EV,Hubli,Completed,Good,D0158,Rainy,22.5,76.0,26.32,Healthy
EV0159,Kia EV6,Kia,2023,77,95.1,2026-06-15 14:00:00,2026-06-15 14:37:00,0.62,Bangalore Station 2,Fast,36,31.3,118.0,375.6,City EV,Bangalore,Completed,Good,D0159,Cloudy,22.5,76.0,26.32,Healthy
EV0160,Hyundai Kona EV,Hyundai,2023,39,95.6,2026-06-16 19:45:00,2026-06-16 21:03:00,1.3,Hubli Station 2,Normal,34,21.4,79.0,256.8,Premium Fleet,Hubli,Completed,Good,D0160,Rainy,22.5,76.0,26.32,Healthy
EV0161,Tata Nexon EV,Tata,2023,40,99.6,2026-06-17 02:30:00,2026-06-17 02:58:00,0.47,Hubli Station 2,Fast,35,24.9,173.0,298.8,Premium Fleet,Hubli,Completed,Good,D0161,Sunny,22.5,76.0,26.32,Healthy
EV0162,MG ZS EV,MG,2023,50,96.4,2026-06-18 14:15:00,2026-06-18 14:37:00,0.37,Belagavi Station 1,Fast,30,23.1,317.0,277.2,City EV,Belagavi,Completed,Good,D0162,Cloudy,22.5,76.0,26.32,Healthy
EV0163,BYD Seal,BYD,2023,82,94.1,2026-06-19 08:45:00,2026-06-19 11:46:00,3.02,Belagavi Station 2,Normal,33,51.9,203.0,622.79999999999995,EV Fleet India,Belagavi,Completed,Good,D0163,Cloudy,22.5,76.0,26.32,Healthy
EV0164,Tata Curvv EV,Tata,2023,55,94.2,2026-06-20 03:45:00,2026-06-20 04:05:00,0.33,Bangalore Station 2,Fast,34,20.2,307.0,242.4,Eco Drive,Bangalore,Completed,Good,D0164,Rainy,22.5,76.0,26.32,Healthy
EV0165,MG ZS EV,MG,2023,50,96.4,2026-06-21 04:30:00,2026-06-21 04:52:00,0.37,Mangalore Station 1,Fast,37,18.4,126.0,220.8,EV Fleet India,Mangalore,Completed,Good,D0165,Rainy,22.5,76.0,26.32,Healthy
EV0166,Hyundai Kona EV,Hyundai,2023,39,97.9,2026-06-22 15:30:00,2026-06-22 15:50:00,0.33,Mangalore Station 1,Fast,27,16.6,295.0,199.2,City EV,Mangalore,Completed,Good,D0166,Rainy,22.5,76.0,26.32,Healthy
EV0167,MG ZS EV,MG,2023,50,94.7,2026-06-23 17:45:00,2026-06-23 18:07:00,0.37,Mangalore Station 1,Fast,37,16.6,137.0,199.2,Premium Fleet,Mangalore,Completed,Good,D0167,Cloudy,22.5,76.0,26.32,Healthy
EV0168,Kia EV6,Kia,2023,77,98.2,2026-06-24 21:45:00,2026-06-24 23:53:00,2.13,Bangalore Station 2,Normal,30,39.2,227.0,470.4,City EV,Bangalore,Completed,Good,D0168,Cloudy,22.5,76.0,26.32,Healthy
EV0169,MG Comet EV,MG,2023,17,94.7,2026-06-25 02:00:00,2026-06-25 02:53:00,0.88,Bangalore Station 1,Normal,32,14.1,237.0,169.2,Eco Drive,Bangalore,Completed,Good,D0169,Cloudy,22.5,76.0,26.32,Healthy
EV0170,Tata Punch EV,Tata,2023,35,95.6,2026-06-26 06:30:00,2026-06-26 07:44:00,1.23,Mangalore Station 1,Normal,36,20.8,184.0,249.6,Premium Fleet,Mangalore,Completed,Good,D0170,Sunny,22.5,76.0,26.32,Healthy
EV0171,BYD Seal,BYD,2023,82,94.4,2026-06-27 03:30:00,2026-06-27 04:52:00,1.37,Mysore Station 1,Normal,33,23.5,99.0,282,Green Mobility,Mysore,Completed,Good,D0171,Cloudy,22.5,76.0,26.32,Healthy
EV0172,Hyundai Kona EV,Hyundai,2023,39,95.3,2026-06-28 10:00:00,2026-06-28 10:19:00,0.32,Belagavi Station 1,Fast,37,13.7,223.0,164.4,Green Mobility,Belagavi,Completed,Good,D0172,Sunny,22.5,76.0,26.32,Healthy
EV0173,MG ZS EV,MG,2023,50,95.0,2026-06-29 20:30:00,2026-06-29 21:49:00,1.32,Hubli Station 2,Normal,29,21.6,119.0,259.2,EV Fleet India,Hubli,Completed,Good,D0173,Rainy,22.5,76.0,26.32,Healthy
EV0174,Kia EV6,Kia,2023,77,99.5,2026-06-30 06:30:00,2026-06-30 07:10:00,0.67,Mangalore Station 2,Fast,38,27.2,140.0,326.39999999999998,City EV,Mangalore,Completed,Good,D0174,Cloudy,22.5,76.0,26.32,Healthy
EV0175,Tata Punch EV,Tata,2023,35,97.4,2026-07-01 20:45:00,2026-07-01 20:56:00,0.18,Mysore Station 1,Fast,38,12.1,152.0,145.19999999999999,Eco Drive,Mysore,Completed,Good,D0175,Sunny,22.5,76.0,26.32,Healthy
EV0176,Tata Curvv EV,Tata,2023,55,96.2,2026-07-02 21:30:00,2026-07-02 22:27:00,0.95,Hubli Station 2,Normal,29,18.2,202.0,218.4,City EV,Hubli,Completed,Good,D0176,Rainy,22.5,76.0,26.32,Healthy
EV0177,MG ZS EV,MG,2023,50,94.7,2026-07-03 03:45:00,2026-07-03 05:19:00,1.57,Belagavi Station 1,Normal,30,29.7,181.0,356.4,City EV,Belagavi,Completed,Good,D0177,Rainy,22.5,76.0,26.32,Healthy
EV0178,Hyundai Kona EV,Hyundai,2023,39,95.6,2026-07-04 15:15:00,2026-07-04 15:47:00,0.53,Mangalore Station 1,Fast,34,23.1,115.0,277.2,EV Fleet India,Mangalore,Completed,Good,D0178,Sunny,22.5,76.0,26.32,Healthy
EV0179,Tata Punch EV,Tata,2023,35,97.0,2026-07-05 06:00:00,2026-07-05 07:20:00,1.33,Mysore Station 2,Normal,29,21.6,228.0,259.2,Eco Drive,Mysore,Completed,Good,D0179,Sunny,22.5,76.0,26.32,Healthy
EV0180,MG ZS EV,MG,2023,50,96.6,2026-07-06 06:30:00,2026-07-06 07:11:00,0.68,Mangalore Station 1,Fast,37,29.1,186.0,349.2,Premium Fleet,Mangalore,Completed,Good,D0180,Rainy,22.5,76.0,26.32,Healthy
EV0181,Kia EV6,Kia,2023,77,96.8,2026-07-07 03:45:00,2026-07-07 04:29:00,0.73,Mangalore Station 2,Fast,30,32.7,248.0,392.4,City EV,Mangalore,Completed,Good,D0181,Rainy,22.5,76.0,26.32,Healthy
EV0182,Tata Nexon EV,Tata,2023,40,94.8,2026-07-08 13:45:00,2026-07-08 14:09:00,0.4,Mysore Station 2,Fast,36,21.1,173.0,253.2,Green Mobility,Mysore,Completed,Good,D0182,Cloudy,22.5,76.0,26.32,Healthy
EV0183,Kia EV6,Kia,2023,77,94.3,2026-07-09 18:00:00,2026-07-09 18:59:00,0.98,Bangalore Station 2,Fast,32,45.8,218.0,549.6,Premium Fleet,Bangalore,Completed,Good,D0183,Cloudy,22.5,76.0,26.32,Healthy
EV0184,Tata Punch EV,Tata,2023,35,99.2,2026-07-10 14:45:00,2026-07-10 15:08:00,0.38,Bangalore Station 1,Fast,29,22.7,105.0,272.39999999999998,City EV,Bangalore,Completed,Good,D0184,Rainy,22.5,76.0,26.32,Healthy
EV0185,MG Comet EV,MG,2023,17,99.7,2026-07-11 22:30:00,2026-07-11 23:07:00,0.62,Bangalore Station 1,Normal,38,10.3,322.0,123.6,Green Mobility,Bangalore,Completed,Good,D0185,Cloudy,22.5,76.0,26.32,Healthy
EV0186,Tata Curvv EV,Tata,2023,55,98.8,2026-07-12 19:30:00,2026-07-12 21:34:00,2.07,Belagavi Station 2,Normal,39,35.3,132.0,423.6,EV Fleet India,Belagavi,Completed,Good,D0186,Sunny,22.5,76.0,26.32,Healthy
EV0187,Tata Curvv EV,Tata,2023,55,98.2,2026-07-13 02:45:00,2026-07-13 04:15:00,1.5,Belagavi Station 2,Normal,31,27.4,248.0,328.8,Eco Drive,Belagavi,Completed,Good,D0187,Cloudy,22.5,76.0,26.32,Healthy
EV0188,Mahindra XUV400,Mahindra,2023,39,99.0,2026-07-14 20:15:00,2026-07-14 21:17:00,1.03,Mangalore Station 2,Normal,37,18.7,336.0,224.4,Green Mobility,Mangalore,Completed,Good,D0188,Rainy,22.5,76.0,26.32,Healthy
EV0189,Tata Nexon EV,Tata,2023,40,99.3,2026-07-15 23:00:00,2026-07-15 23:21:00,0.35,Hubli Station 2,Fast,39,16.0,112.0,192,Green Mobility,Hubli,Completed,Good,D0189,Rainy,22.5,76.0,26.32,Healthy
EV0190,BYD Seal,BYD,2023,82,94.5,2026-07-16 11:00:00,2026-07-16 11:35:00,0.58,Belagavi Station 2,Fast,33,32.5,69.0,390,City EV,Belagavi,Completed,Good,D0190,Sunny,22.5,76.0,26.32,Healthy
EV0191,BYD Atto 3,BYD,2023,60,98.8,2026-07-17 04:30:00,2026-07-17 05:13:00,0.72,Mysore Station 1,Fast,37,39.1,97.0,469.2,Eco Drive,Mysore,Completed,Good,D0191,Cloudy,22.5,76.0,26.32,Healthy
EV0192,MG ZS EV,MG,2023,50,97.9,2026-07-18 13:15:00,2026-07-18 14:03:00,0.8,Bangalore Station 2,Normal,30,16.1,268.0,193.2,Premium Fleet,Bangalore,Completed,Good,D0192,Rainy,22.5,76.0,26.32,Healthy
EV0193,BYD Atto 3,BYD,2023,60,98.5,2026-07-19 23:15:00,2026-07-19 23:52:00,0.62,Hubli Station 1,Fast,36,25.4,61.0,304.8,Eco Drive,Hubli,Completed,Good,D0193,Cloudy,22.5,76.0,26.32,Healthy
EV0194,BYD Seal,BYD,2023,82,95.8,2026-07-20 22:30:00,2026-07-20 23:19:00,0.82,Mangalore Station 1,Fast,27,37.4,112.0,448.8,Eco Drive,Mangalore,Completed,Good,D0194,Cloudy,22.5,76.0,26.32,Healthy
EV0195,Hyundai Kona EV,Hyundai,2023,39,94.6,2026-07-21 07:30:00,2026-07-21 07:58:00,0.47,Bangalore Station 1,Fast,37,17.3,299.0,207.6,Green Mobility,Bangalore,Completed,Good,D0195,Sunny,22.5,76.0,26.32,Healthy
EV0196,Tata Punch EV,Tata,2023,35,95.7,2026-07-22 05:45:00,2026-07-22 06:52:00,1.12,Bangalore Station 2,Normal,33,20.3,132.0,243.6,EV Fleet India,Bangalore,Completed,Good,D0196,Rainy,22.5,76.0,26.32,Healthy
EV0197,MG Comet EV,MG,2023,17,98.3,2026-07-23 09:15:00,2026-07-23 09:31:00,0.27,Belagavi Station 1,Fast,28,9.9,138.0,118.8,Premium Fleet,Belagavi,Completed,Good,D0197,Rainy,22.5,76.0,26.32,Healthy
EV0198,Hyundai Kona EV,Hyundai,2023,39,95.6,2026-07-24 04:00:00,2026-07-24 04:27:00,0.45,Mangalore Station 2,Fast,33,26.5,339.0,318,City EV,Mangalore,Completed,Good,D0198,Sunny,22.5,76.0,26.32,Healthy
EV0199,BYD Atto 3,BYD,2023,60,99.4,2026-07-25 11:15:00,2026-07-25 12:26:00,1.18,Mangalore Station 1,Normal,27,23.0,192.0,276,Eco Drive,Mangalore,Completed,Good,D0199,Sunny,22.5,76.0,26.32,Healthy
EV0200,BYD Seal,BYD,2023,82,94.4,2026-07-26 14:15:00,2026-07-26 16:37:00,2.37,Bangalore Station 1,Normal,30,41.2,131.0,494.4,City EV,Bangalore,Completed,Good,D0200,Sunny,22.5,76.0,26.32,Healthy
EV0201,MG Comet EV,MG,2023,17,97.3,2026-07-27 10:15:00,2026-07-27 10:27:00,0.2,Bangalore Station 2,Fast,33,10.1,339.0,121.2,City EV,Bangalore,Completed,Good,D0201,Rainy,22.5,76.0,26.32,Healthy
EV0202,MG ZS EV,MG,2023,50,97.8,2026-07-28 13:15:00,2026-07-28 15:11:00,1.93,Mysore Station 1,Normal,32,35.0,256.0,420,Green Mobility,Mysore,Completed,Good,D0202,Cloudy,22.5,76.0,26.32,Healthy
EV0203,Mahindra XUV400,Mahindra,2023,39,96.9,2026-07-29 15:30:00,2026-07-29 16:04:00,0.57,Mangalore Station 1,Normal,37,9.5,201.0,114,City EV,Mangalore,Completed,Good,D0203,Rainy,22.5,76.0,26.32,Healthy
EV0204,Tata Curvv EV,Tata,2023,55,96.3,2026-07-30 13:15:00,2026-07-30 13:40:00,0.42,Bangalore Station 1,Fast,38,18.3,100.0,219.6,EV Fleet India,Bangalore,Completed,Good,D0204,Rainy,22.5,76.0,26.32,Healthy
EV0205,BYD Seal,BYD,2023,82,95.0,2026-07-31 21:15:00,2026-08-01 00:14:00,2.98,Hubli Station 2,Normal,34,54.6,336.0,655.20000000000005,Eco Drive,Hubli,Completed,Good,D0205,Rainy,22.5,76.0,26.32,Healthy
EV0206,Tata Curvv EV,Tata,2023,55,95.0,2026-08-01 05:45:00,2026-08-01 06:31:00,0.77,Mangalore Station 1,Fast,38,39.4,160.0,472.8,Premium Fleet,Mangalore,Completed,Good,D0206,Cloudy,22.5,76.0,26.32,Healthy
EV0207,Tata Curvv EV,Tata,2023,55,96.9,2026-08-02 10:45:00,2026-08-02 11:16:00,0.52,Hubli Station 1,Fast,33,19.7,267.0,236.4,Eco Drive,Hubli,Completed,Good,D0207,Sunny,22.5,76.0,26.32,Healthy
EV0208,BYD Seal,BYD,2023,82,99.2,2026-08-03 01:00:00,2026-08-03 02:22:00,1.37,Mangalore Station 2,Fast,30,64.2,312.0,770.4,City EV,Mangalore,Completed,Good,D0208,Sunny,22.5,76.0,26.32,Healthy
